asn,conglomerate,org_id,org_name,ownership_cc,ownership_country_name,rir,source,quote,quote_lang,url,additional_info,inputs,parent_org,target_cc,target_country_name
35647,BY-NTEC,ORG-RUET1-RIPE,"Republican Unitary Enterprise ""National Traffic Exchange Center""",BY,Belarus,RIPE,Company's website,Republican unitary enterprise 'National traffic exchange center' (NTEC) was established in accordance with President Decree No.515 of 30 September 2010,English,https://ncot.by/en/about/ntec/,,C,,,
60280,BY-NTEC,ORG-RUET1-RIPE,"Republican Unitary Enterprise ""National Traffic Exchange Center""",BY,Belarus,RIPE,Company's website,Republican unitary enterprise 'National traffic exchange center' (NTEC) was established in accordance with President Decree No.515 of 30 September 2010,English,https://ncot.by/en/about/ntec/,,C,,,
12874,CH-SWISSCOM,ORG-FA7-RIPE,Fastweb SpA,CH,Switzerland,RIPE,Company's annual report,"Swisscom Ltd mainly holds direct majority interests in Swisscom (Switzerland) Ltd, Swisscom Broadcast Ltd and Swisscom Directories Ltd. Fastweb S.p.A. (Fastweb) is held indirectly via Swisscom (Switzerland) Ltd and an intermediate company in Italy. ",English,https://reports.swisscom.ch/en/2016/report/annual-report/management-commentary/strategy-organisation-and-environment/group-structure-and-organisation,,"G, E, W",ORG-SI1-RIPE,Italy,IT
3303,CH-SWISSCOM,ORG-SI1-RIPE,Swisscom (Schweiz) AG,CH,Switzerland,RIPE,Company's website,Ownsership structure: Federation 51%,English,https://www.swisscom.ch/en/about/investors/shares.html,,"G, E, W, O",,,
6837,CH-SWISSCOM,ORG-SI1-RIPE,Swisscom (Schweiz) AG,CH,Switzerland,RIPE,Company's website,Ownsership structure: Federation 51%,English,https://www.swisscom.ch/en/about/investors/shares.html,,"G, E, W, O",,,
8300,CH-SWISSCOM,ORG-SI1-RIPE,Swisscom (Schweiz) AG,CH,Switzerland,RIPE,Company's website,Ownsership structure: Federation 51%,English,https://www.swisscom.ch/en/about/investors/shares.html,,"G, E, W, O",,,
21273,CH-SWISSCOM,ORG-SI1-RIPE,Swisscom (Schweiz) AG,CH,Switzerland,RIPE,Company's website,Ownsership structure: Federation 51%,English,https://www.swisscom.ch/en/about/investors/shares.html,,"G, E, W, O",,,
202088,CH-SWISSCOM,ORG-SI1-RIPE,Swisscom (Schweiz) AG,CH,Switzerland,RIPE,Company's website,Ownsership structure: Federation 51%,English,https://www.swisscom.ch/en/about/investors/shares.html,,"G, E, W, O",,,
205762,CH-SWISSCOM,ORG-SI1-RIPE,Swisscom (Schweiz) AG,CH,Switzerland,RIPE,Company's website,Ownsership structure: Federation 51%,English,https://www.swisscom.ch/en/about/investors/shares.html,,"G, E, W, O",,,
6866,CY-CTA,ORG-CTA2-RIPE,Cyprus Telecommunications Authority,CY,Cyprus,RIPE,Company's website,"Cyta UK Ltd was registered in the United Kingdom on 15 February 2000 and is 100% owned by Digimed Communications Ltd, a wholly owned subsidiary of Cyta. Cyta is the brand name of Cyprus Telecommunications Authority, the state-owned prime telecommunications provider in Cyprus",English,https://www.cytauk.com/cytauk/en/page/our-history,,"G, E, W",,,
41657,CY-CTA,ORG-CTA2-RIPE,Cyprus Telecommunications Authority,CY,Cyprus,RIPE,Company's website,"Cyta UK Ltd was registered in the United Kingdom on 15 February 2000 and is 100% owned by Digimed Communications Ltd, a wholly owned subsidiary of Cyta. Cyta is the brand name of Cyprus Telecommunications Authority, the state-owned prime telecommunications provider in Cyprus",English,https://www.cytauk.com/cytauk/en/page/our-history,,"G, E, W",,,
39791,CZ-TELCO,ORG-CA786-RIPE,"Telco Pro Services, a. s.",CZ,Czech Republic,RIPE,Company's website,"Telco Pro Services, a. s., was founded in December 2012 as a subsidiary of CEZ ICT Services, a. s., spinning off its telecommunication networks operations into a separate company in order to optimize the delivery of telecommunication services to CEZ Group",English,https://www.telcoproservices.cz/en/about-us/about-company,"The most significant shareholder of the parent company of CEZ is the Czech Republic, with a share in the registered capital of almost 70% (as at 31 December 2019) (https://www.cez.cz/en/cez-group/about-cez)",O,,,
64411,ES-CORREOS,ORG-CTS25-RIPE,"Correos Telecom, S.A.",ES,Spain,RIPE,Company's website,"Correos Telecom es una filial 100% de la Sociedad Estatal Correos y Telegrafos, S.A., que nace con el objetivo de gestionar las infraestructuras de telecomunicaciones del Grupo, proveerle de servicios y comercializar a terceros la capacidad excedentaria de sus infraestructuras.",Spanish,http://www.correostelecom.es/laempresa/default.aspx,,O,,,
205087,ES-CORREOS,ORG-CTS25-RIPE,"Correos Telecom, S.A.",ES,Spain,RIPE,Company's website,"Correos Telecom es una filial 100% de la Sociedad Estatal Correos y Telegrafos, S.A., que nace con el objetivo de gestionar las infraestructuras de telecomunicaciones del Grupo, proveerle de servicios y comercializar a terceros la capacidad excedentaria de sus infraestructuras.",Spanish,http://www.correostelecom.es/laempresa/default.aspx,,O,,,
60174,FR-RTE,ORG-RRDT1-RIPE,RTE Reseau de transport d'electricite S.A.,FR,France,RIPE,Company's website,"Filiale de RTE, Arteria connecte tous les territoires en s'appuyant sur les infrastructures du reseau public de transport d'electricite.",French,https://www.arteria.fr/fr,French Government 83.67% (https://www.edf.fr/en/the-edf-group/dedicated-sections/investors-shareholders/the-edf-share/capital-structure)(https://ctelectricite.com/en/the-company-co-entreprise-de-transport-delectricite/),O,,,
21214,GE-GEONET,ORG-GA14-RIPE,Geonet Ltd.,GE,Georgia,RIPE,Company's website,Governmental Special Communications Agency,English,http://gsc.gov.ge,,O,,,
8681,GG-JT,ORG-JT7-RIPE,JT (Jersey) Limited,GG,Guernsey,RIPE,Company's website,"Founded in 1888, JT is the oldest and largest telecoms operator in the Channel Islands and is fully owned by the people of Jersey",English,https://www.jtglobal.com/global/about-us/,,"G, W, O",,,
8301,GI-GIBTELECOM,ORG-GNC1-RIPE,Gibtelecom Ltd.,GI,Gibraltar,RIPE,commsupdate,"With the government of Gibraltar having announced last month that it would acquire Telekom Slovenije's 50% stake in Gibtelecom for EUR47.7 million (USD59.6 million), it has now been confirmed that a meeting of the telco's board took place last week to complete the deal. According to a press release issued by the telco, HM Government of Gibraltar has now taken control of Telekom Slovenije's previous stake in the Gibraltan telco on the back of the signing of a Share Purchase Agreement inked between the two parties on 17 November 2014",English,https://www.commsupdate.com/articles/2014/12/16/gibtelecom-buy-back-completed/,,"G, W",,,
205369,GI-GIBTELECOM,ORG-GNC1-RIPE,Gibtelecom Ltd.,GI,Gibraltar,RIPE,commsupdate,"With the government of Gibraltar having announced last month that it would acquire Telekom Slovenije's 50% stake in Gibtelecom for EUR47.7 million (USD59.6 million), it has now been confirmed that a meeting of the telco's board took place last week to complete the deal. According to a press release issued by the telco, HM Government of Gibraltar has now taken control of Telekom Slovenije's previous stake in the Gibraltan telco on the back of the signing of a Share Purchase Agreement inked between the two parties on 17 November 2014",English,https://www.commsupdate.com/articles/2014/12/16/gibtelecom-buy-back-completed/,,"G, W",,,
205707,GI-GIBTELECOM,ORG-GNC1-RIPE,Gibtelecom Ltd.,GI,Gibraltar,RIPE,commsupdate,"With the government of Gibraltar having announced last month that it would acquire Telekom Slovenije's 50% stake in Gibtelecom for EUR47.7 million (USD59.6 million), it has now been confirmed that a meeting of the telco's board took place last week to complete the deal. According to a press release issued by the telco, HM Government of Gibraltar has now taken control of Telekom Slovenije's previous stake in the Gibraltan telco on the back of the signing of a Share Purchase Agreement inked between the two parties on 17 November 2014",English,https://www.commsupdate.com/articles/2014/12/16/gibtelecom-buy-back-completed/,,"G, W",,,
8818,GL-TELE,ORG-TG8-RIPE,Tele Greenland,GL,Greenland,RIPE,Company's website,"Behind TELE-POST is the TELE Greenland A/S group, wholly owned by the Government of Greenland.",English,https://telepost.gl/en/node/23440,,"G, E, W, O",,,
48797,HR-OIVD,ORG-OIVD1-RIPE,Odasiljaci i veze d.o.o.,HR,Croatia,RIPE,Company's website,We responsibly manage the state-owned fibre-optic infrastructure so that we can ensure a constantly reliable and secure optical infrastructure for public and commercial mission-critical services.,English,https://oiv.hr/en/infrastructure/optical-network/,,O,,,
8990,HU-ANTENNA,ORG-AT2-RIPE,"""ANTENNA HUNGARIA"" Magyar Musorszoro es Radiohirkozlesi Zartkoruen Mukodo Reszvenytarsasag",HU,Hungary,RIPE,Company's website,March 2014 - Antenna Hungária is repurchased by the Hungarian government,English,https://www.ahrt.hu/en/company-overview,,W,,,
20568,HU-ANTENNA,ORG-AT2-RIPE,"""ANTENNA HUNGARIA"" Magyar Musorszoro es Radiohirkozlesi Zartkoruen Mukodo Reszvenytarsasag",HU,Hungary,RIPE,Company's website,March 2014 - Antenna Hungária is repurchased by the Hungarian government,English,https://www.ahrt.hu/en/company-overview,,W,,,
41885,HU-ANTENNA,ORG-HDTK1-RIPE,Hungaro DigiTel Tavkozlesi Korlatolt Felelossegu Tarsasag,HU,Hungary,RIPE,Company's website,Antenna Hungaria 50%,English,https://www.hdt.hu/en/about/ownership.html,Antenna Hungaria has been state-owned since the government bought the firm from France's TDF in mid-2014. (https://www.commsupdate.com/articles/2019/07/17/state-buying-into-telenor-hungary-this-year/),O,,,
47169,HU-MVM,ORG-HPCL1-RIPE,MVM NET Zrt.,HU,Hungary,RIPE,Company's website,"With the launch of NTG at the end of 2012, state-owned companies will now provide electronic communications services to the state institutional system. As a result of the full consolidation of infocommunications, the introduction of the new model results in significant savings in the state budget. The backbone network topology of MVM NET is basically adapted to the MVM Group's own sites, certain endpoint accesses are realized through networks used through telecommunications partnerships",English,http://www.mvmnet.hu/fooldal/bemutatkozas/company-history/?lang=en,,O,,,
196958,HU-MVM,ORG-HPCL1-RIPE,MVM NET Zrt.,HU,Hungary,RIPE,Company's website,"With the launch of NTG at the end of 2012, state-owned companies will now provide electronic communications services to the state institutional system. As a result of the full consolidation of infocommunications, the introduction of the new model results in significant savings in the state budget. The backbone network topology of MVM NET is basically adapted to the MVM Group's own sites, certain endpoint accesses are realized through networks used through telecommunications partnerships",English,http://www.mvmnet.hu/fooldal/bemutatkozas/company-history/?lang=en,,O,,,
48159,IR-TIC,ORG-TIC4-RIPE,Telecommunication Infrastructure Company,IR,Iran (Islamic Republic of),RIPE,Freedom House,"Telecommunication Infrastructure Company (TIC), a state-owned enterprise controlled by the ICT Ministry.",English,https://freedomhouse.org/country/iran/freedom-net/2019,,W,,,
49666,IR-TIC,ORG-TIC4-RIPE,Telecommunication Infrastructure Company,IR,Iran (Islamic Republic of),RIPE,Freedom House,"Telecommunication Infrastructure Company (TIC), a state-owned enterprise controlled by the ICT Ministry.",English,https://freedomhouse.org/country/iran/freedom-net/2019,,W,,,
50722,IR-TIC,ORG-TIC4-RIPE,Telecommunication Infrastructure Company,IR,Iran (Islamic Republic of),RIPE,Freedom House,"Telecommunication Infrastructure Company (TIC), a state-owned enterprise controlled by the ICT Ministry.",English,https://freedomhouse.org/country/iran/freedom-net/2019,,W,,,
44244,IR-IRANCELL,ORG-ICSA1-RIPE,Iran Cell Service and Communication Company,IR,Iran (Islamic Republic of),RIPE,Company's annual report,Shareholding: IEDC 51%,English,https://www.mtn.com/wp-content/uploads/2019/02/ADP-MENA-Investor-Day-2016.pdf,"The second largest mobile service provider, MTN Irancell, is owned by MTN and Iran Electronics Industries, a state-owned subsidiary of the Ministry of Defense.(https://freedomhouse.org/country/iran/freedom-net/2019)",G,,,
58224,IR-TCI,ORG-ITCP1-RIPE,Iran Telecommunication Company PJS,IR,Iran (Islamic Republic of),RIPE,Freedom House,"The Telecommunication Company of Iran (TCI) retains a monopoly on internet traffic flowing in and out of the country. In addition, TCI's dominance of the ISP market provides an opportunity for the security apparatus to monitor online activities, since TCI's majority shareholder is the Islamic Revolutionary Guard Corps (IRGC)",English,https://freedomhouse.org/country/iran/freedom-net/2019,,G,,,
43358,IR-TCI,ORG-MCCO2-RIPE,Mobile Communication Company of Iran PLC,IR,Iran (Islamic Republic of),RIPE,Freedom House,"The Mobile Telecommunication Company of Iran (MCI), a subsidiary of TCI. In addition, TCI's dominance of the ISP market provides an opportunity for the security apparatus to monitor online activities, since TCI's majority shareholder is the Islamic Revolutionary Guard Corps (IRGC)",English,https://freedomhouse.org/country/iran/freedom-net/2019,,"G, E",,,
197207,IR-TCI,ORG-MCCO2-RIPE,Mobile Communication Company of Iran PLC,IR,Iran (Islamic Republic of),RIPE,Freedom House,"The Mobile Telecommunication Company of Iran (MCI), a subsidiary of TCI. In addition, TCI's dominance of the ISP market provides an opportunity for the security apparatus to monitor online activities, since TCI's majority shareholder is the Islamic Revolutionary Guard Corps (IRGC)",English,https://freedomhouse.org/country/iran/freedom-net/2019,,"G, E",,,
12880,IR-TIC,ORG-TCOI1-RIPE,Information Technology Company (ITC),IR,Iran (Islamic Republic of),RIPE,Freedom House,"according to the Telecommunication Infrastructure Company (TIC), a state-owned enterprise controlled by the ICT Ministry",English,https://freedomhouse.org/country/iran/freedom-net/2019,,G,,,
60148,IR-TIC,ORG-TCOI1-RIPE,Information Technology Company (ITC),IR,Iran (Islamic Republic of),RIPE,Freedom House,"according to the Telecommunication Infrastructure Company (TIC), a state-owned enterprise controlled by the ICT Ministry",English,https://freedomhouse.org/country/iran/freedom-net/2019,,G,,,
43976,IT-POSTE,ORG-PI25-RIPE,Poste Italiane SpA,IT,Italia,RIPE,Company's annual report,"At 31 December 2019, the Company is 29.3% owned by the Ministry of the Economy and Finance (MEF) and 35% owned by Cassa Depositi e Prestiti SpA (CDP), also controlled by the MEF",English,https://resultcenter2019.posteitaliane.it/sites/default/files/downloadcenter/en/Annual-Report-2019.pdf,,O,,,
15720,IT-POSTE,ORG-PS11-RIPE,Poste Italiane S.p.A.,IT,Italia,RIPE,Company's annual report,"At 31 December 2019, the Company is 29.3% owned by the Ministry of the Economy and Finance (MEF) and 35% owned by Cassa Depositi e Prestiti SpA (CDP), also controlled by the MEF",English,https://resultcenter2019.posteitaliane.it/sites/default/files/downloadcenter/en/Annual-Report-2019.pdf,,O,,,
12997,KG-Kyrgyztelecom,ORG-JK1-RIPE,OJSC Kyrgyztelecom,KG,Kyrgyzstan,RIPE,Freedom House,Internet connections in rural areas rely on vulnerable infrastructure from the state-owned ISP KyrgyzTelecom,English,https://freedomhouse.org/country/kyrgyzstan/freedom-net/2019,,"G, E, W",,,
50223,KG-Alfa,ORG-ATC4-RIPE,Alfa Telecom CJSC,KG,Kyrgyzstan,RIPE,Internet Society,"Alfa Telecom (branded Megacom) (...) Following some shareholder disputes Megacom has been wholly state-owned since 2014, notwithstanding several attempts to find a buyer",English,https://www.internetsociety.org/wp-content/uploads/2017/10/2018-LLDC-Report-EN.pdf,Megacom was nationalized in 2010 amid political upheaval. (https://freedomhouse.org/country/kyrgyzstan/freedom-net/2019),E,,,
8661,KV-TELEKOMI,ORG-PDTI1-RIPE,Telekomi i Kosoves SH.A.,KV,Kosovo,RIPE,World Bank,"the market currently has 54 active licenses for internet service providers (ISPs), only one state-owned (Kosovo Telecom, or VALA)",English,http://documents1.worldbank.org/curated/en/296891510854669547/text/Concept-Project-Information-Document-Integrated-Safeguards-Data-Sheet.txt,,O,,,
